robot_id,started_to_process_item_at,finished_processing_item_at,sector,robot_started_from,delivery_station,total_distance,processing_lasted_in_seconds,battery_used_for_task,battery_after_processing_items,amount_of_items_processed
robot_8d,1716215159,1716215192,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",56.68915505833873,33,31.955030637547544,41.5831749720439,2
robot_14d,1716215161,1716215192,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",55.36074701864737,31,31.466707673425702,49.70938179493612,2
robot_10d,1716215169,1716215193,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",39.41888028249703,24,23.17019432803991,44.162181441132404,2
robot_9d,1716215166,1716215193,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",44.95046322213957,27,26.08632700968606,42.93262408161878,2
robot_12c,1716215144,1716215193,2,"{'x': 50, 'y': 31}","{'x': 49, 'y': 0}",80.03481965207752,49,44.48965225538928,55.510347744610726,3
robot_1c,1716215151,1716215194,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",68.86846790748984,43,39.07337100133964,35.45411006800949,3
robot_8c,1716215159,1716215195,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",55.971701673234506,36,32.54086478412391,48.37860815886872,3
robot_11d,1716215174,1716215195,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",35.72119237888053,21,21.14097327963458,43.46984256933355,2
robot_1b,1716215152,1716215196,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",73.27486663911733,44,43.482393050535286,28.01224513008369,4
robot_14b,1716215176,1716215198,1,"{'x': 17, 'y': 32}","{'x': 17, 'y': 63}",35.6652998227566,22,20.8326499113783,79.1673500886217,1
robot_2b,1716215172,1716215200,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",50.99019513592785,28,27.495097567963924,26.256538061476036,1
robot_2d,1716215178,1716215200,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",37.364070090022196,22,22.216212354286256,27.002506310999475,2
robot_1a,1716215170,1716215202,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",49.118729343276485,32,30.559364671638242,22.86649407404221,2
robot_4d,1716215173,1716215202,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",50.00015503594987,29,28.552280294980875,27.059414676513,2
robot_5c,1716215168,1716215202,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",52.75273311813507,34,30.760141325146904,35.67726499873011,3
robot_1d,1716215185,1716215203,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",30.0,18,17.0,23.872247842196238,1
robot_6b,1716215158,1716215203,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",77.57528200561536,45,45.3706950524753,31.914926529135798,4
robot_3b,1716215171,1716215204,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",58.034472514187634,33,32.01723625709381,24.598752535963598,1
robot_2c,1716215160,1716215204,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",69.96392636595972,44,39.36397667476551,28.49147876600709,3
robot_10b,1716215143,1716215205,1,"{'x': 13, 'y': 32}","{'x': 17, 'y': 63}",107.64968124571206,62,61.44964212426742,38.55035787573259,4
robot_6c,1716215167,1716215206,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",61.29807303092775,39,35.2908537881562,34.26376654766855,3
robot_8b,1716215166,1716215207,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",63.24716469965762,41,40.12287157627684,33.09425863445531,4
robot_4b,1716215161,1716215207,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",72.46494181817339,46,45.62260969097329,24.012346720590728,4
robot_2a,1716215178,1716215208,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",40.98973675518999,30,28.494868377594994,23.072400169495843,3
robot_14d,1716215199,1716215208,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",12.649110640673518,9,8.41942365014181,36.28995814479431,1
robot_5b,1716215174,1716215209,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",51.908964699698714,35,34.122187448161846,23.616590557113255,4
robot_3c,1716215164,1716215210,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",75.30115350394162,46,41.07298058718067,25.169303854560077,2
robot_3a,1716215185,1716215210,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",31.223461539351657,25,24.61173076967583,25.31025899415575,3
robot_4a,1716215137,1716215211,0,"{'x': 0, 'y': 16}","{'x': 17, 'y': 0}",118.9549038283176,74,72.89607608305172,27.103923916948283,8
robot_9c,1716215176,1716215211,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",53.511479680906696,35,31.028984025639836,35.6375769301677,3
robot_13d,1716215176,1716215211,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",63.90618123468183,35,34.43238697660103,31.85361228604699,1
robot_12b,1716215180,1716215212,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",46.75193249456662,32,30.672742942579944,40.90262514523093,3
robot_11d,1716215197,1716215212,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",22.627416997969522,15,13.483414126469533,28.986428442864018,1
robot_4c,1716215172,1716215212,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",64.10452517433802,40,35.16941633230761,26.075291023875543,2
robot_7b,1716215164,1716215212,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",82.49918370136938,48,47.65018973551355,24.42035974483501,3
robot_15b,1716215187,1716215212,1,"{'x': 18, 'y': 32}","{'x': 17, 'y': 63}",40.88736002165605,25,24.81263122711549,75.18736877288451,2
robot_15d,1716215179,1716215214,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",61.8877117277475,35,34.59896820924288,31.116072200349432,2
robot_16b,1716215192,1716215215,1,"{'x': 19, 'y': 32}","{'x': 17, 'y': 63}",38.25811786183857,23,22.33086329162539,77.66913670837461,2
robot_10c,1716215178,1716215215,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",59.47672988954753,37,33.026895705698834,32.83227349196849,2
robot_11b,1716215192,1716215215,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",35.64728032187769,23,21.823640160938844,32.204262054342934,2
robot_13b,1716215183,1716215215,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",50.92695297496841,32,31.87376119500525,43.77925236904767,3
robot_12d,1716215185,1716215216,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",54.267987750076855,31,30.347183931091706,26.267946155905065,2
robot_13c,1716215185,1716215216,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",46.344134085214726,31,27.575314175109938,38.29553308299412,3
robot_5a,1716215142,1716215216,0,"{'x': 0, 'y': 17}","{'x': 17, 'y': 0}",126.98313368110084,74,74.15437791359808,25.845622086401917,6
robot_11c,1716215179,1716215218,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",62.395212289510205,39,34.61599591518454,32.67725955311998,2
robot_12c,1716215194,1716215218,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",38.41874542459709,24,21.209372712298546,34.30097503231218,1
robot_9b,1716215184,1716215219,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",53.6438677433073,35,34.33662010112593,22.650242663607102,4
robot_9d,1716215195,1716215220,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",43.9089968002003,25,24.283815876101652,17.64880820551713,1
robot_7a,1716215152,1716215224,0,"{'x': 0, 'y': 19}","{'x': 17, 'y': 0}",116.99916999393005,72,72.51788418986068,27.482115810139295,6
robot_10d,1716215196,1716215225,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",51.112702192147054,29,28.789213716517427,13.372967724614977,2
robot_6a,1716215183,1716215226,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",68.28983860207802,43,42.17846032070152,26.141931773803083,4
robot_7c,1716215187,1716215226,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",61.341452733061644,39,35.350542741411374,17.34947144371762,3
robot_8a,1716215159,1716215227,0,"{'x': 0, 'y': 20}","{'x': 17, 'y': 0}",109.37957404462597,68,67.85441044818826,32.14558955181174,5
robot_8c,1716215196,1716215227,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",51.22499389946279,31,27.612496949731394,20.76611120913733,1
robot_14b,1716215200,1716215227,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",42.1100903443197,27,26.247138899282838,51.920211189338865,2
robot_13b,1716215219,1716215228,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",10.0,9,8.0,32.77925236904767,1
robot_17b,1716215195,1716215229,1,"{'x': 20, 'y': 32}","{'x': 17, 'y': 63}",57.67057077004605,34,33.2427777162392,66.75722228376078,2
robot_18b,1716215197,1716215229,1,"{'x': 21, 'y': 32}","{'x': 17, 'y': 63}",54.98077091328415,32,30.732253189091033,69.26774681090897,2
robot_14c,1716215192,1716215234,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",67.3135348847757,42,38.311053262234765,23.312164127124216,3
robot_15c,1716215183,1716215235,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",85.3929053180538,52,47.48354319827412,26.868562189284017,3
robot_22b,1716215210,1716215236,1,"{'x': 15, 'y': 63}","{'x': 17, 'y': 63}",41.27275707821044,26,24.85271161563306,75.14728838436695,2
robot_9a,1716215164,1716215236,0,"{'x': 0, 'y': 21}","{'x': 17, 'y': 0}",118.63012870706787,72,71.31506435353394,28.68493564646608,5
robot_13a,1716215200,1716215238,0,"{'x': 15, 'y': 0}","{'x': 17, 'y': 0}",54.998161545737545,38,36.724080772868774,63.27591922713122,3
robot_21b,1716215208,1716215239,1,"{'x': 14, 'y': 63}","{'x': 17, 'y': 63}",51.498026809606955,31,29.89976153912029,70.10023846087971,2
robot_23b,1716215211,1716215243,1,"{'x': 16, 'y': 63}","{'x': 17, 'y': 63}",54.5374910771047,32,30.64374553855235,69.35625446144766,2
robot_14b,1716215231,1716215245,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",20.591260281974,14,12.295630140987,36.624581048351864,1
robot_20b,1716215205,1716215245,1,"{'x': 13, 'y': 63}","{'x': 17, 'y': 63}",63.583380251129775,40,39.32438203937174,60.675617960628244,3
robot_19b,1716215202,1716215249,1,"{'x': 12, 'y': 63}","{'x': 17, 'y': 63}",80.29371213680767,47,46.81487889580795,53.185121104192035,3
robot_15a,1716215210,1716215249,0,"{'x': 18, 'y': 0}","{'x': 17, 'y': 0}",61.5906778869832,39,38.052671359812656,61.947328640187344,4
robot_15b,1716215213,1716215252,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",63.775568074627145,39,38.462526012325775,36.72484276055874,3
robot_10a,1716215171,1716215257,0,"{'x': 12, 'y': 0}","{'x': 17, 'y': 0}",145.21675977363796,86,85.21012257372634,14.789877426273659,6
robot_17b,1716215230,1716215261,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",47.25285982370943,31,30.036824375711323,36.72039790804946,3
robot_25b,1716215224,1716215261,1,"{'x': 19, 'y': 63}","{'x': 17, 'y': 63}",59.262540807967625,37,36.106368230995095,63.89363176900491,3
robot_16b,1716215217,1716215261,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",76.68979391288732,44,43.97880922747432,32.69032748090028,3
robot_11a,1716215179,1716215264,0,"{'x': 13, 'y': 0}","{'x': 17, 'y': 0}",137.46321732031805,85,84.5601216091472,15.439878390852805,7
robot_18b,1716215234,1716215266,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",56.809673085262425,32,31.794836542631213,33.47291026827776,2
robot_24b,1716215222,1716215267,1,"{'x': 18, 'y': 63}","{'x': 17, 'y': 63}",74.4256707351639,45,44.50287072931647,55.49712927068353,3
robot_26b,1716215227,1716215274,1,"{'x': 20, 'y': 63}","{'x': 17, 'y': 63}",80.75953633620782,47,47.02275919931368,52.977240800686324,3
robot_12a,1716215193,1716215278,0,"{'x': 14, 'y': 0}","{'x': 17, 'y': 0}",141.3368335825365,85,85.02830776379439,14.971692236205618,7
robot_19a,1716215248,1716215279,0,"{'x': 13, 'y': 31}","{'x': 17, 'y': 0}",42.742266197476894,31,29.79565689598603,70.20434310401397,3
robot_27b,1716215235,1716215282,1,"{'x': 21, 'y': 63}","{'x': 17, 'y': 63}",84.62390142653308,47,46.76319898196128,53.236801018038726,2
robot_22b,1716215238,1716215284,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",81.2189271085748,46,46.578963170741986,27.568325213624956,3
robot_21b,1716215241,1716215285,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",70.10274360016719,44,43.78237022757179,25.31786823330792,4
robot_20b,1716215246,1716215287,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",62.82910571683247,41,41.107234860971545,19.5683830996567,4
robot_30b,1716215259,1716215287,1,"{'x': 31, 'y': 47}","{'x': 17, 'y': 63}",42.93665424814167,28,27.801921628160507,72.1980783718395,3
robot_19b,1716215253,1716215289,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",61.68121175751944,36,35.01163219252459,15.173488911667448,2
robot_29b,1716215257,1716215289,1,"{'x': 31, 'y': 46}","{'x': 17, 'y': 63}",53.013999112269815,32,30.67470465444739,69.3252953455526,2
robot_13a,1716215240,1716215289,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",72.30296888795884,49,48.66260982826589,13.613309398865319,6
robot_14a,1716215204,1716215290,0,"{'x': 16, 'y': 0}","{'x': 17, 'y': 0}",142.60355987227024,86,86.26983548302636,13.73016451697364,8
robot_23b,1716215245,1716215292,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",78.5481200461148,47,46.64395669307458,21.71229776837309,4
robot_28b,1716215255,1716215297,1,"{'x': 31, 'y': 45}","{'x': 17, 'y': 63}",71.12900375448851,42,40.948982045783545,59.051017954216455,2
robot_20a,1716215254,1716215297,0,"{'x': 14, 'y': 31}","{'x': 17, 'y': 0}",66.79316053314457,43,41.66824182071641,58.3317581792836,3
robot_25b,1716215262,1716215297,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",53.89392820084833,35,34.4767752726481,29.416856496356814,4
robot_15a,1716215251,1716215297,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",69.150178642334,46,45.722948832599,15.224379807588333,4
robot_16a,1716215214,1716215299,0,"{'x': 19, 'y': 0}","{'x': 17, 'y': 0}",118.969866699979,85,84.28731979572513,15.712680204274875,11
robot_24b,1716215269,1716215300,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",50.62499067600055,31,31.030341054368918,23.46678821631461,3
robot_31b,1716215265,1716215308,1,"{'x': 31, 'y': 48}","{'x': 17, 'y': 63}",76.34694362043105,43,42.64966201437373,57.35033798562627,3
robot_17a,1716215225,1716215312,0,"{'x': 20, 'y': 0}","{'x': 17, 'y': 0}",133.2052795878297,87,86.32294248246572,13.677057517534282,9
robot_23a,1716215272,1716215312,0,"{'x': 17, 'y': 31}","{'x': 17, 'y': 0}",59.99084292015427,40,39.47206136667539,60.5279386333246,3
robot_26b,1716215276,1716215313,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",58.36969555714397,37,36.565287500014776,15.411953300671543,4
robot_33b,1716215273,1716215316,1,"{'x': 31, 'y': 50}","{'x': 17, 'y': 63}",71.66647301324502,43,42.54628845713595,57.45371154286405,3
robot_18a,1716215235,1716215316,0,"{'x': 21, 'y': 0}","{'x': 17, 'y': 0}",129.866543449627,81,81.7237921435467,18.276207856453283,8
robot_19a,1716215281,1716215317,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",56.33631868825498,36,35.16815934412749,34.036183759886484,2
robot_27a,1716215293,1716215321,0,"{'x': 21, 'y': 31}","{'x': 17, 'y': 0}",38.74891499629706,28,26.533909685339548,73.46609031466046,3
robot_27b,1716215284,1716215322,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",61.925054078253225,38,37.32021986736062,14.916581150678107,3
robot_32b,1716215271,1716215323,1,"{'x': 31, 'y': 49}","{'x': 17, 'y': 63}",87.73849875058329,52,51.66776920321673,48.332230796783286,4
robot_34b,1716215280,1716215324,1,"{'x': 31, 'y': 51}","{'x': 17, 'y': 63}",75.32167561252002,44,43.696925068970465,56.30307493102954,3
robot_20a,1716215300,1716215325,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",38.13977737445133,25,24.069888687225664,32.26186949205793,2
robot_35b,1716215283,1716215325,1,"{'x': 31, 'y': 52}","{'x': 17, 'y': 63}",70.51558608871987,42,42.254720815341564,57.74527918465843,3
robot_22a,1716215263,1716215328,0,"{'x': 16, 'y': 31}","{'x': 17, 'y': 0}",98.97532573633715,65,64.1773133234219,35.822686676578115,8
robot_21a,1716215260,1716215328,0,"{'x': 15, 'y': 31}","{'x': 17, 'y': 0}",107.37355585049194,68,67.74420433211716,32.255795667882836,6
robot_28b,1716215298,1716215331,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",58.402377803103846,33,32.55136742744979,26.499650526766665,2
robot_26a,1716215289,1716215331,0,"{'x': 20, 'y': 31}","{'x': 17, 'y': 0}",72.90777777213454,42,42.009297782162584,57.99070221783741,4
robot_30b,1716215289,1716215332,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",71.31027973204523,43,42.2345962679776,28.9634821038619,3
robot_29b,1716215292,1716215333,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",72.52584770485727,41,40.35416529038311,26.9711300551695,2
robot_23a,1716215315,1716215341,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",43.01428152418403,26,24.719272796447978,33.80866583687662,2
robot_31b,1716215309,1716215342,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",51.79748502532937,33,32.24415885832448,25.106179127301782,3
robot_24a,1716215275,1716215343,0,"{'x': 18, 'y': 31}","{'x': 17, 'y': 0}",106.72781864061058,68,67.09110636593313,32.90889363406687,6
robot_25a,1716215281,1716215347,0,"{'x': 19, 'y': 31}","{'x': 17, 'y': 0}",100.1995649381855,66,65.8945364450248,34.10546355497519,7
robot_32b,1716215324,1716215348,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",35.01771344342724,24,22.609479780701108,25.722751016082178,2
robot_33b,1716215317,1716215351,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",59.317218403852095,34,32.65860920192605,24.795102340938,2
robot_26a,1716215334,1716215358,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",33.43822399558186,24,22.71911199779093,33.27159022004648,3
robot_34b,1716215325,1716215359,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",59.73333393174963,34,33.23439648603875,23.068678444990788,2
robot_35b,1716215327,1716215359,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",54.44190210666558,32,31.588680573496728,25.156598611161698,2
robot_27a,1716215322,1716215363,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",68.51314462475887,41,40.25657231237944,33.20951800228102,3
