robot_id,started_to_process_item_at,finished_processing_item_at,sector,robot_started_from,delivery_station,total_distance,processing_lasted_in_seconds,battery_used_for_task,battery_after_processing_items,amount_of_items_processed
robot_2d,1716218905,1716218937,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",58.309518948453004,32,31.592080866339902,51.84958284764629,1
robot_15d,1716218905,1716218937,3,"{'x': 63, 'y': 50}","{'x': 49, 'y': 63}",57.72457901259906,32,31.28495959040769,68.7150404095923,1
robot_12b,1716218913,1716218940,1,"{'x': 15, 'y': 32}","{'x': 17, 'y': 63}",42.30678094846934,27,26.42463191218914,73.57536808781087,3
robot_13b,1716218919,1716218941,1,"{'x': 16, 'y': 32}","{'x': 17, 'y': 63}",38.69397287189416,22,21.34698643594708,78.65301356405291,1
robot_3a,1716218895,1716218943,0,"{'x': 0, 'y': 13}","{'x': 17, 'y': 0}",76.03097942859048,48,47.29025703024439,52.70974296975561,4
robot_12d,1716218933,1716218943,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",14.142135623730951,10,9.177133829043457,59.42560444142744,1
robot_15c,1716218915,1716218943,2,"{'x': 63, 'y': 18}","{'x': 49, 'y': 0}",43.02746106758375,28,24.647894612441863,75.35210538755814,2
robot_9b,1716218902,1716218945,1,"{'x': 0, 'y': 53}","{'x': 17, 'y': 63}",68.9867892588014,43,42.01313723526697,57.98686276473303,3
robot_1d,1716218917,1716218946,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",49.85779251966835,29,28.19085999778277,40.87224784219624,2
robot_13c,1716218908,1716218946,2,"{'x': 63, 'y': 16}","{'x': 49, 'y': 0}",59.80830548379189,38,33.12915274189595,66.87084725810405,2
robot_14d,1716218922,1716218947,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",42.7551166528639,25,23.69822170132843,58.477867767033395,1
robot_7d,1716218914,1716218948,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",60.36324088338112,34,33.293423840565545,46.7847524442467,2
robot_6a,1716218912,1716218948,0,"{'x': 0, 'y': 16}","{'x': 17, 'y': 0}",52.51508538006168,36,35.679478579586885,64.32052142041312,4
robot_7c,1716218896,1716218949,2,"{'x': 50, 'y': 0}","{'x': 49, 'y': 0}",85.13882263700584,53,47.29998581487102,52.70001418512899,3
robot_5d,1716218920,1716218949,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",50.900653894673525,29,28.871784128227123,41.582945505414585,2
robot_4d,1716218913,1716218949,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",64.86003116095378,36,35.867336972590294,41.14560550977899,2
robot_11c,1716218904,1716218950,2,"{'x': 49, 'y': 31}","{'x': 49, 'y': 0}",73.14075347850638,46,41.21422426026706,58.78577573973294,3
robot_10d,1716218930,1716218950,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",32.31098884280702,20,18.397826837724566,49.93454893144775,1
robot_6d,1716218926,1716218951,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",42.130239055474185,25,24.542385308988017,41.82119603208356,2
robot_14c,1716218911,1716218952,2,"{'x': 63, 'y': 17}","{'x': 49, 'y': 0}",67.86767583766803,41,37.37678261064102,62.62321738935898,2
robot_11b,1716218908,1716218954,1,"{'x': 14, 'y': 32}","{'x': 17, 'y': 63}",78.70869812728674,46,45.972097784718216,54.02790221528178,3
robot_8d,1716218922,1716218954,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",56.68915505833873,32,31.955030637547544,41.5831749720439,2
robot_15d,1716218940,1716218955,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",22.360679774997898,15,13.348044985811434,53.36699542378087,1
robot_12c,1716218906,1716218955,2,"{'x': 50, 'y': 31}","{'x': 49, 'y': 0}",79.83669674779269,49,43.31690828156394,56.68309171843607,2
robot_9d,1716218929,1716218955,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",44.95046322213957,26,26.08632700968606,42.93262408161878,2
robot_1c,1716218913,1716218956,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",68.86846790748984,43,39.07337100133964,35.45411006800949,3
robot_1b,1716218914,1716218958,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",73.27486663911733,44,43.482393050535286,28.01224513008369,4
robot_2d,1716218939,1716218961,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",35.72119237888053,22,21.14097327963458,29.70860956801171,2
robot_8c,1716218920,1716218962,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",66.27650247024575,42,37.53556456988507,44.38390837310757,3
robot_14b,1716218940,1716218962,1,"{'x': 17, 'y': 32}","{'x': 17, 'y': 63}",35.6652998227566,22,20.8326499113783,79.1673500886217,1
robot_2b,1716218935,1716218963,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",50.99019513592785,28,27.495097567963924,25.256538061476036,1
robot_6c,1716218929,1716218963,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",52.75273311813507,34,30.760141325146904,38.79447901067785,3
robot_1a,1716218931,1716218964,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",51.97362463383482,33,31.98681231691741,23.02641434105202,2
robot_3d,1716218936,1716218965,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",50.00015503594987,29,28.552280294980875,25.011501952582833,2
robot_2c,1716218922,1716218966,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",69.60484103575641,44,39.29039657159617,29.56505886917643,3
robot_6b,1716218920,1716218966,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",77.57528200561536,46,45.3706950524753,31.914926529135798,4
robot_11d,1716218934,1716218966,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",55.86835962530401,32,31.357325706453384,35.25349014251474,2
robot_3b,1716218934,1716218967,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",58.034472514187634,33,32.01723625709381,23.598752535963598,1
robot_10b,1716218905,1716218967,1,"{'x': 13, 'y': 32}","{'x': 17, 'y': 63}",107.64968124571206,62,61.44964212426742,38.55035787573259,4
robot_4c,1716218935,1716218967,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",48.39024186578221,32,28.5414279804712,31.703279375711958,3
robot_4b,1716218923,1716218969,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",72.46494181817339,46,45.62260969097329,24.012346720590728,4
robot_2a,1716218939,1716218969,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",51.046420839301334,30,29.523210419650667,23.34683376517215,2
robot_4d,1716218952,1716218970,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",28.42534080710379,18,16.212670403551897,22.93293510622709,1
robot_8b,1716218929,1716218970,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",63.24716469965762,41,40.12287157627684,32.09425863445531,4
robot_13b,1716218944,1716218971,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",40.58369292523388,27,25.52081152545405,51.13220203859886,2
robot_5b,1716218938,1716218971,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",51.908964699698714,33,32.122187448161846,24.616590557113255,3
robot_3c,1716218925,1716218972,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",76.14367783461097,47,42.57759129559404,25.66469314614671,3
robot_3a,1716218947,1716218973,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",31.223461539351657,26,24.61173076967583,25.098012200079783,3
robot_15b,1716218949,1716218975,1,"{'x': 18, 'y': 32}","{'x': 17, 'y': 63}",40.88736002165605,26,24.81263122711549,75.18736877288451,2
robot_13d,1716218940,1716218975,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",63.90618123468183,35,34.43238697660103,29.85361228604699,1
robot_7b,1716218927,1716218975,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",82.49918370136938,48,47.65018973551355,24.42035974483501,3
robot_11b,1716218956,1716218976,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",31.04834939252005,20,18.524174696260026,34.50372751902175,1
robot_4a,1716218900,1716218976,0,"{'x': 0, 'y': 14}","{'x': 17, 'y': 0}",124.07797739633182,76,75.64613573315447,24.353864266845527,8
robot_9c,1716218939,1716218977,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",60.50517018269592,38,34.578903136445255,32.08765781936227,3
robot_13c,1716218947,1716218977,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",46.344134085214726,30,27.575314175109938,39.29553308299412,3
robot_5c,1716218932,1716218978,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",73.23051660256532,46,41.01376507276305,24.423641251113963,3
robot_11a,1716218943,1716218978,0,"{'x': 0, 'y': 21}","{'x': 17, 'y': 0}",50.94346158381059,35,34.90159932475611,65.09840067524388,4
robot_12d,1716218944,1716218978,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",60.86867051380683,34,34.03753840215309,25.388066039274346,2
robot_12b,1716218941,1716218979,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",57.71657556873814,38,37.55734602467501,36.01802206313586,4
robot_10c,1716218939,1716218979,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",62.398198944916324,40,35.61753404271869,32.24163515494864,3
robot_5a,1716218904,1716218979,0,"{'x': 0, 'y': 15}","{'x': 17, 'y': 0}",127.72560851230355,75,74.52561532919944,25.47438467080056,6
robot_14d,1716218949,1716218979,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",52.904245057006634,30,29.677122528503318,27.80074523853007,2
robot_9b,1716218946,1716218979,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",51.29654056901199,33,33.277155919165985,24.709706845567048,4
robot_10d,1716218952,1716218980,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",50.99019513592785,28,27.495097567963924,21.439451363483826,1
robot_18b,1716218959,1716218980,1,"{'x': 21, 'y': 32}","{'x': 17, 'y': 63}",32.825182134902064,21,20.541625946456673,79.45837405354332,2
robot_11c,1716218953,1716218980,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",44.721359549995796,27,24.360679774997898,32.42509596473504,1
robot_15d,1716218956,1716218980,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",43.9089968002003,24,24.283815876101652,29.08317954767922,1
robot_11d,1716218967,1716218982,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",22.627416997969522,15,13.483414126469533,21.77007601604521,1
robot_9d,1716218957,1716218985,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",48.373546489791295,28,26.186773244895647,15.745850836723136,1
robot_6c,1716218964,1716218985,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",31.11269837220809,21,17.556349186104043,21.238129824573804,1
robot_7c,1716218951,1716218988,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",60.54415612679277,37,33.485268119449664,18.21474606567933,2
robot_12d,1716218979,1716218989,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",12.649110640673518,10,8.41942365014181,16.968642389132533,1
robot_6a,1716218951,1716218989,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",55.60656321590681,38,37.13256738744796,25.18795403296514,4
robot_14b,1716218964,1716218991,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",42.1100903443197,27,26.247138899282838,51.920211189338865,2
robot_7a,1716218918,1716218991,0,"{'x': 0, 'y': 17}","{'x': 17, 'y': 0}",112.30741979278545,73,72.67201842007248,27.32798157992751,8
robot_13b,1716218973,1716218992,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",27.887262612201404,19,18.0186313061007,32.11357073249816,2
robot_14c,1716218954,1716218993,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",61.66928592581294,39,34.12278355359095,27.50043383576803,2
robot_16b,1716218953,1716218993,1,"{'x': 19, 'y': 32}","{'x': 17, 'y': 63}",71.92344650456971,40,39.32297108964863,60.67702891035137,2
robot_17b,1716218958,1716218993,1,"{'x': 20, 'y': 32}","{'x': 17, 'y': 63}",60.36117062170095,35,34.44297814611851,65.5570218538815,2
robot_19b,1716218961,1716218993,1,"{'x': 12, 'y': 63}","{'x': 17, 'y': 63}",55.69625704615687,32,31.089996255527396,68.9100037444726,2
robot_8c,1716218963,1716218994,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",51.22499389946279,31,27.612496949731394,16.77141142337618,1
robot_8a,1716218924,1716218997,0,"{'x': 0, 'y': 18}","{'x': 17, 'y': 0}",119.53017327988172,73,72.28224001209757,27.717759987902422,5
robot_15c,1716218945,1716218998,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",85.3929053180538,53,47.48354319827412,26.868562189284017,3
robot_9a,1716218929,1716219001,0,"{'x': 0, 'y': 19}","{'x': 17, 'y': 0}",112.94832261784599,72,70.97296355673811,29.027036443261892,6
robot_10a,1716218936,1716219009,0,"{'x': 0, 'y': 20}","{'x': 17, 'y': 0}",112.03764731560305,73,72.09382365780154,27.906176342198485,8
robot_14b,1716218993,1716219012,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",32.31098884280702,19,18.15549442140351,32.764716767935354,1
robot_15b,1716218977,1716219014,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",61.880223081387484,37,36.4978748943921,37.689493878492414,3
robot_20b,1716218965,1716219014,1,"{'x': 13, 'y': 63}","{'x': 17, 'y': 63}",82.95218587061346,49,49.40814458426793,50.59185541573208,4
robot_23b,1716218974,1716219014,1,"{'x': 16, 'y': 63}","{'x': 17, 'y': 63}",70.99707098845774,40,40.08490193074547,59.91509806925454,3
robot_13a,1716218965,1716219015,0,"{'x': 11, 'y': 0}","{'x': 17, 'y': 0}",77.62277665546497,50,49.270116169085995,50.729883830913984,4
robot_11a,1716218979,1716219017,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",61.99059402699103,38,36.99529701349552,28.103103661748364,3
robot_25b,1716218986,1716219021,1,"{'x': 19, 'y': 63}","{'x': 17, 'y': 63}",55.63666877686524,35,35.17584622482421,64.8241537751758,3
robot_17b,1716218996,1716219022,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",42.03336145172692,26,25.225606550021222,38.33141530386027,2
robot_16b,1716218994,1716219023,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",46.5873259357974,29,28.3686629678987,32.30836594245266,2
robot_18b,1716218981,1716219024,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",69.9223461503355,43,42.15102588891014,37.3073481646332,3
robot_21b,1716218967,1716219027,1,"{'x': 14, 'y': 63}","{'x': 17, 'y': 63}",98.77150162610741,60,59.746464335943436,40.253535664056564,4
robot_12a,1716218958,1716219030,0,"{'x': 0, 'y': 22}","{'x': 17, 'y': 0}",111.20057113270228,72,71.0669937584818,28.933006241518182,7
robot_24b,1716218981,1716219034,1,"{'x': 18, 'y': 63}","{'x': 17, 'y': 63}",90.97164066756422,53,53.72836173344508,46.271638266554916,4
robot_16a,1716218987,1716219037,0,"{'x': 14, 'y': 0}","{'x': 17, 'y': 0}",76.95933608808566,50,48.66029196272471,51.339708037275265,4
robot_22b,1716218971,1716219038,1,"{'x': 15, 'y': 63}","{'x': 17, 'y': 63}",117.75951391026912,67,67.29111260422732,32.70888739577266,4
robot_19b,1716218997,1716219039,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",73.53296291543236,42,41.556672008353715,24.35333173611889,3
robot_18a,1716219000,1716219049,0,"{'x': 16, 'y': 0}","{'x': 17, 'y': 0}",81.84753583412285,49,48.249796492653374,51.75020350734664,3
robot_20b,1716219015,1716219050,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",55.76577161006903,35,34.303961322866186,16.287894092865887,3
robot_13a,1716219018,1716219052,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",46.360933251208316,34,33.430031540838094,15.299852290075885,4
robot_14a,1716218970,1716219055,0,"{'x': 12, 'y': 0}","{'x': 17, 'y': 0}",134.21956451299195,85,85.15815970135515,14.841840298644867,9
robot_23b,1716219018,1716219060,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",70.63450002750592,42,40.45955250846053,16.455545560794004,2
robot_15a,1716218977,1716219062,0,"{'x': 13, 'y': 0}","{'x': 17, 'y': 0}",134.61341470564506,85,85.29115399274198,14.708846007258048,9
robot_25b,1716219023,1716219066,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",66.08391187455737,43,42.53334239162558,21.290811383550228,4
robot_23a,1716219035,1716219075,0,"{'x': 22, 'y': 0}","{'x': 17, 'y': 0}",59.64250866150727,40,39.17271556616943,60.827284433830556,3
robot_16a,1716219039,1716219076,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",50.529472342170436,37,36.390513643192236,13.949194394083019,5
robot_22a,1716219031,1716219078,0,"{'x': 21, 'y': 0}","{'x': 17, 'y': 0}",81.84208096983426,47,46.63086901626778,53.36913098373223,3
robot_17a,1716218993,1716219079,0,"{'x': 15, 'y': 0}","{'x': 17, 'y': 0}",137.45822648084334,86,86.26789287905919,13.73210712094081,9
robot_18a,1716219052,1716219090,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",62.89272943511362,38,36.60581690474783,13.144386602598807,4
robot_19a,1716219005,1716219092,0,"{'x': 18, 'y': 0}","{'x': 17, 'y': 0}",141.5779547014417,87,87.01704779590298,12.982952204096993,7
robot_20a,1716219013,1716219099,0,"{'x': 19, 'y': 0}","{'x': 17, 'y': 0}",135.6552340409774,86,86.0062702872825,13.993729712717496,7
robot_27a,1716219064,1716219105,0,"{'x': 15, 'y': 31}","{'x': 17, 'y': 0}",62.644088465387284,41,40.58461766081118,59.415382339188824,4
robot_21a,1716219021,1716219106,0,"{'x': 20, 'y': 0}","{'x': 17, 'y': 0}",129.08827548772547,85,83.9998549914861,16.000145008513915,9
robot_24a,1716219040,1716219107,0,"{'x': 12, 'y': 31}","{'x': 17, 'y': 0}",90.75281389423432,67,66.97952544349802,33.02047455650198,9
robot_25a,1716219049,1716219115,0,"{'x': 13, 'y': 31}","{'x': 17, 'y': 0}",107.69056979400301,66,65.69581500950136,34.304184990498634,5
robot_22a,1716219082,1716219119,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",56.143341834387044,37,36.07167091719352,14.297460066538704,3
robot_23a,1716219077,1716219121,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",70.26121756223809,44,43.73979038494251,16.087494048888043,4
robot_26a,1716219058,1716219125,0,"{'x': 14, 'y': 31}","{'x': 17, 'y': 0}",111.88451326847091,67,65.94225663423545,34.05774336576455,4
robot_27a,1716219109,1716219133,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",35.219165255864034,24,22.60958262793202,33.80579971125681,2
robot_28a,1716219072,1716219139,0,"{'x': 16, 'y': 31}","{'x': 17, 'y': 0}",105.51357669937421,67,65.7567883496871,34.243211650312894,4
robot_31a,1716219090,1716219139,0,"{'x': 19, 'y': 31}","{'x': 17, 'y': 0}",78.72692261651632,49,48.940631023412344,51.05936897658766,4
robot_33a,1716219101,1716219142,0,"{'x': 21, 'y': 31}","{'x': 17, 'y': 0}",64.11359033279095,41,40.42787467270106,59.57212532729894,4
robot_29a,1716219076,1716219144,0,"{'x': 17, 'y': 31}","{'x': 17, 'y': 0}",111.37737098008651,68,67.96960432096364,32.03039567903637,5
robot_30a,1716219085,1716219153,0,"{'x': 18, 'y': 31}","{'x': 17, 'y': 0}",105.83122333003304,68,67.16702551456578,32.83297448543423,6
robot_36a,1716219124,1716219154,0,"{'x': 31, 'y': 13}","{'x': 17, 'y': 0}",36.63985787762378,30,28.57889710742473,71.42110289257528,4
robot_31a,1716219141,1716219159,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",14.585852494097923,18,17.369411539752853,32.68995743683482,3
robot_32a,1716219095,1716219162,0,"{'x': 20, 'y': 31}","{'x': 17, 'y': 0}",103.89907604967657,67,66.6411442547526,33.35885574524739,7
robot_33a,1716219144,1716219170,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",44.40720662234904,26,25.20360331117452,33.36852201612442,1
robot_37a,1716219129,1716219174,0,"{'x': 31, 'y': 14}","{'x': 17, 'y': 0}",69.84346927236547,45,44.222109402100244,55.777890597899756,3
robot_34a,1716219110,1716219177,0,"{'x': 22, 'y': 31}","{'x': 17, 'y': 0}",102.87312976498245,67,67.07829406271244,32.921705937287555,6
robot_35a,1716219116,1716219194,0,"{'x': 31, 'y': 12}","{'x': 17, 'y': 0}",121.00434739603594,78,78.49390781601775,21.506092183982254,8
robot_36a,1716219156,1716219204,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",83.2978947412908,48,48.05283473118049,22.368268161394788,3
robot_38a,1716219132,1716219209,0,"{'x': 31, 'y': 15}","{'x': 17, 'y': 0}",125.30677384947529,77,76.09399215226952,23.90600784773047,7
robot_37a,1716219177,1716219209,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",51.78134530032733,32,30.890672650163665,22.88721794773609,2
robot_39a,1716219138,1716219214,0,"{'x': 31, 'y': 16}","{'x': 17, 'y': 0}",117.2629524952797,76,76.86154047676128,23.13845952323875,8
robot_40a,1716219147,1716219223,0,"{'x': 31, 'y': 17}","{'x': 17, 'y': 0}",114.69431936694913,76,75.78027382540351,24.219726174596488,7
robot_3d,1716219214,1716219232,3,"{'x': 32, 'y': 49}","{'x': 49, 'y': 63}",29.250443555024574,18,16.72126864107378,83.27873135892622,1
robot_41a,1716219158,1716219234,0,"{'x': 31, 'y': 18}","{'x': 17, 'y': 0}",126.47548828616186,76,75.6595907274652,24.340409272534803,8
robot_42a,1716219164,1716219237,0,"{'x': 31, 'y': 19}","{'x': 17, 'y': 0}",126.38022547268464,73,73.22689381617606,26.77310618382394,6
robot_2d,1716219212,1716219239,3,"{'x': 32, 'y': 48}","{'x': 49, 'y': 63}",48.03130802091074,27,26.40680615476753,73.59319384523246,1
