robot_id,started_to_process_item_at,finished_processing_item_at,sector,robot_started_from,delivery_station,total_distance,processing_lasted_in_seconds,battery_used_for_task,battery_after_processing_items,amount_of_items_processed
robot_2c,1716202725,1716202760,2,"{'x': 32, 'y': 16}","{'x': 49, 'y': 0}",55.37667473891007,35,31.144544559227402,68.8554554407726,2
robot_13d,1716202740,1716202760,3,"{'x': 51, 'y': 32}","{'x': 49, 'y': 63}",34.04403824140183,20,19.290347278000887,80.7096527219991,1
robot_11d,1716202738,1716202760,3,"{'x': 49, 'y': 32}","{'x': 49, 'y': 63}",37.8769114133642,22,21.40054336070458,78.59945663929543,1
robot_4b,1716202730,1716202760,1,"{'x': 0, 'y': 49}","{'x': 17, 'y': 63}",50.29486965696279,30,29.37590802165731,70.62409197834269,2
robot_8d,1716202734,1716202761,3,"{'x': 46, 'y': 32}","{'x': 49, 'y': 63}",47.89318176917705,27,27.437997421869856,72.56200257813015,2
robot_10d,1716202736,1716202762,3,"{'x': 48, 'y': 32}","{'x': 49, 'y': 63}",42.64401425382951,26,24.552495738347076,75.44750426165292,2
robot_7b,1716202736,1716202762,1,"{'x': 0, 'y': 52}","{'x': 17, 'y': 63}",38.677378323058726,26,25.609530355750977,74.39046964424902,3
robot_8b,1716202740,1716202763,1,"{'x': 14, 'y': 32}","{'x': 17, 'y': 63}",36.79276508177118,23,22.53868503559317,77.46131496440684,2
robot_3c,1716202728,1716202763,2,"{'x': 32, 'y': 17}","{'x': 49, 'y': 0}",56.723408389571844,35,31.757715558259246,68.24228444174075,2
robot_12d,1716202738,1716202764,3,"{'x': 50, 'y': 32}","{'x': 49, 'y': 63}",43.315174932681444,26,25.07252795269347,74.92747204730654,2
robot_6c,1716202733,1716202767,2,"{'x': 48, 'y': 0}","{'x': 49, 'y': 0}",54.34331070062365,34,30.445379664175242,69.55462033582475,2
robot_1a,1716202723,1716202767,0,"{'x': 0, 'y': 14}","{'x': 17, 'y': 0}",62.50646794468126,44,43.42266842445544,56.57733157554457,6
robot_16d,1716202745,1716202768,3,"{'x': 48, 'y': 63}","{'x': 49, 'y': 63}",40.12473563674257,23,22.363864087004913,77.63613591299509,1
robot_3b,1716202728,1716202769,1,"{'x': 0, 'y': 48}","{'x': 17, 'y': 63}",72.40643368365734,41,40.88626850890941,59.11373149109059,3
robot_5c,1716202732,1716202769,2,"{'x': 47, 'y': 0}","{'x': 49, 'y': 0}",60.24286088205481,37,33.562593676122994,66.43740632387701,2
robot_5b,1716202732,1716202769,1,"{'x': 0, 'y': 50}","{'x': 17, 'y': 63}",63.90968024654362,37,36.26984012327181,63.73015987672819,2
robot_4d,1716202752,1716202770,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",30.463092423455635,18,17.460019404903733,59.78894290451484,1
robot_4c,1716202729,1716202771,2,"{'x': 32, 'y': 18}","{'x': 49, 'y': 0}",68.62825881744251,42,37.755292643816844,62.244707356183156,2
robot_9c,1716202739,1716202772,2,"{'x': 47, 'y': 31}","{'x': 49, 'y': 0}",51.949660103215905,33,29.32015598460459,70.67984401539542,2
robot_2b,1716202726,1716202772,1,"{'x': 0, 'y': 47}","{'x': 17, 'y': 63}",83.26585451832038,46,46.01269692619535,53.98730307380464,2
robot_2a,1716202729,1716202774,0,"{'x': 0, 'y': 15}","{'x': 17, 'y': 0}",67.80291799901435,45,44.211094645261376,55.78890535473863,5
robot_15d,1716202744,1716202774,3,"{'x': 47, 'y': 63}","{'x': 49, 'y': 63}",55.49100617470607,30,30.1681731714612,69.8318268285388,1
robot_2d,1716202743,1716202776,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",58.309518948453004,33,31.592080866339902,51.36340925400961,1
robot_10d,1716202766,1716202776,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",14.142135623730951,10,9.177133829043457,63.27037043260947,1
robot_3d,1716202750,1716202779,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",49.85779251966835,29,28.19085999778277,49.008677726000094,2
robot_12b,1716202751,1716202779,1,"{'x': 18, 'y': 32}","{'x': 17, 'y': 63}",45.01115080748234,28,27.77681684169564,72.22318315830437,3
robot_9b,1716202741,1716202780,1,"{'x': 15, 'y': 32}","{'x': 17, 'y': 63}",61.23149433815627,39,38.1354897749444,61.8645102250556,3
robot_13b,1716202758,1716202781,1,"{'x': 19, 'y': 32}","{'x': 17, 'y': 63}",39.815982014051656,23,21.907991007025828,78.09200899297417,1
robot_11c,1716202743,1716202781,2,"{'x': 49, 'y': 31}","{'x': 49, 'y': 0}",59.80217163555392,38,34.27343858522968,65.72656141477033,3
robot_6a,1716202750,1716202782,0,"{'x': 0, 'y': 19}","{'x': 17, 'y': 0}",49.36173934420181,32,30.89563698805005,69.10436301194994,3
robot_3a,1716202734,1716202782,0,"{'x': 0, 'y': 16}","{'x': 17, 'y': 0}",75.45607779006745,48,47.002806210982875,52.99719378901712,4
robot_8d,1716202763,1716202783,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",32.31098884280702,20,18.397826837724566,53.16417574040558,1
robot_18d,1716202748,1716202783,3,"{'x': 51, 'y': 63}","{'x': 49, 'y': 63}",60.995345300499615,35,33.609476049124794,66.3905239508752,2
robot_6d,1716202758,1716202783,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",42.130239055474185,25,24.542385308988017,48.54463547397587,2
robot_17d,1716202746,1716202783,3,"{'x': 50, 'y': 63}","{'x': 49, 'y': 63}",65.83336436701134,37,36.354003575619075,63.645996424380925,2
robot_7d,1716202755,1716202784,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",50.16997675540949,29,28.641087599291758,50.0198512158187,2
robot_13c,1716202747,1716202785,2,"{'x': 63, 'y': 16}","{'x': 49, 'y': 0}",59.80830548379189,38,33.12915274189595,66.87084725810405,2
robot_15c,1716202752,1716202786,2,"{'x': 63, 'y': 18}","{'x': 49, 'y': 0}",54.29197621359613,34,30.280152185448053,69.71984781455194,2
robot_1d,1716202756,1716202786,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",53.1570735649741,30,30.205034986794132,38.9792992420267,2
robot_7c,1716202735,1716202787,2,"{'x': 50, 'y': 0}","{'x': 49, 'y': 0}",85.13882263700584,52,47.29998581487102,52.70001418512899,3
robot_10c,1716202742,1716202788,2,"{'x': 48, 'y': 31}","{'x': 49, 'y': 0}",73.62632218574932,46,41.653993784194256,58.346006215805744,3
robot_5d,1716202757,1716202788,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",54.21441289683874,31,30.599759266975468,42.389730902180105,2
robot_14c,1716202749,1716202791,2,"{'x': 63, 'y': 17}","{'x': 49, 'y': 0}",67.86767583766803,42,37.37678261064102,62.62321738935898,2
robot_11b,1716202747,1716202792,1,"{'x': 17, 'y': 32}","{'x': 17, 'y': 63}",77.03084649157006,45,45.133171966859884,54.866828033140116,3
robot_1c,1716202753,1716202793,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",64.2347440552295,40,36.47656176402679,38.050919305322346,3
robot_4d,1716202772,1716202795,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",37.1183571516884,23,22.125166894936584,36.66377600957826,2
robot_3d,1716202781,1716202795,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",22.627416997969522,14,13.483414126469533,34.52526359953056,1
robot_1b,1716202754,1716202797,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",73.27486663911733,43,43.482393050535286,27.84247415267486,4
robot_1d,1716202788,1716202798,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",12.806248474865697,10,8.499171100994342,29.480128141032356,1
robot_11d,1716202767,1716202799,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",54.61942880208473,32,30.934714401042363,41.66474223825307,2
robot_12d,1716202769,1716202799,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",51.241854015066394,30,29.311314473736992,41.61615757356954,2
robot_1c,1716202795,1716202801,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",4.47213595499958,6,4.23606797749979,32.81485132782255,1
robot_8c,1716202759,1716202801,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",66.27650247024575,42,37.53556456988507,43.38390837310757,3
robot_2b,1716202773,1716202802,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",50.99019513592785,29,27.495097567963924,26.492205505840715,1
robot_9d,1716202761,1716202802,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",74.32763107293356,41,41.32245371583567,34.32845749846013,2
robot_1a,1716202768,1716202803,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",60.728905802755904,35,33.36445290137795,23.212878674166618,1
robot_6c,1716202768,1716202803,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",53.96119697489607,35,31.664353287982873,37.89026704784188,3
robot_2d,1716202778,1716202804,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",43.86583876038636,26,25.16578200063708,25.19762725337253,2
robot_9c,1716202776,1716202804,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",43.31088492149634,28,24.702876625650696,42.97696738974473,2
robot_6b,1716202759,1716202805,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",77.57528200561536,46,45.3706950524753,31.650994506635598,4
robot_2c,1716202762,1716202805,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",69.60484103575641,43,39.29039657159617,28.56505886917643,3
robot_10b,1716202744,1716202805,1,"{'x': 16, 'y': 32}","{'x': 17, 'y': 63}",107.5710056616097,61,61.41030433221624,38.58969566778376,4
robot_12c,1716202746,1716202805,2,"{'x': 50, 'y': 31}","{'x': 49, 'y': 0}",98.86208223922455,59,54.2453658577554,45.754634142244605,3
robot_4c,1716202773,1716202806,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",51.246272971642334,33,28.740290230959765,32.5044171252234,2
robot_3b,1716202773,1716202806,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",58.034472514187634,33,32.01723625709381,24.096495233996777,1
robot_6d,1716202794,1716202806,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",18.439088914585774,12,11.357837624152282,27.18679784982359,1
robot_2a,1716202775,1716202806,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",53.4757551472362,31,30.7378775736181,25.05102778112053,3
robot_5d,1716202792,1716202807,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",22.80350850198276,15,13.57278056475625,25.816950337423854,1
robot_13d,1716202770,1716202807,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",66.71075436916017,37,37.01816349709469,34.691489224904416,2
robot_10d,1716202778,1716202808,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",52.06810961961727,30,29.192168692817056,33.07820173979241,2
robot_14d,1716202774,1716202809,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",61.8877117277475,35,34.59896820924288,35.035154665261445,2
robot_8b,1716202768,1716202809,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",63.24716469965762,41,40.12287157627684,33.338443388129996,4
robot_4b,1716202762,1716202809,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",73.87592937212511,47,46.399236021174225,23.22485595716847,4
robot_9b,1716202782,1716202809,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",39.050228685436686,27,26.960806049912144,33.90370417514345,3
robot_20d,1716202791,1716202810,3,"{'x': 63, 'y': 46}","{'x': 49, 'y': 63}",30.42769964734299,19,17.58280103995896,82.41719896004105,1
robot_7b,1716202766,1716202810,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",73.13309283293776,44,42.74062968560084,28.64983995864818,3
robot_5b,1716202777,1716202810,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",51.908964699698714,33,32.122187448161846,24.60797242856634,3
robot_3a,1716202786,1716202811,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",28.89214922538805,25,24.52107461269402,25.4761191763231,4
robot_3c,1716202765,1716202811,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",75.30115350394162,46,41.07298058718067,26.169303854560077,2
robot_14b,1716202779,1716202811,1,"{'x': 14, 'y': 63}","{'x': 17, 'y': 63}",53.25412298062999,32,31.99601270660246,68.00398729339754,2
robot_15d,1716202778,1716202811,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",57.70782803219006,33,32.402776476097536,34.42905035244126,2
robot_4a,1716202739,1716202813,0,"{'x': 0, 'y': 17}","{'x': 17, 'y': 0}",119.41388416582076,74,73.1255662518033,26.8744337481967,8
robot_16d,1716202781,1716202814,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",58.18366509243364,33,32.49571990675191,33.14041600624318,2
robot_12b,1716202783,1716202815,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",44.75198392513001,32,30.895591658627723,38.32759149967664,4
robot_21d,1716202795,1716202815,3,"{'x': 63, 'y': 47}","{'x': 49, 'y': 63}",33.11087067382783,20,18.937861800433375,81.06213819956662,1
robot_10c,1716202791,1716202816,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",38.931640963058875,25,22.542305774233327,33.80370044157242,2
robot_5a,1716202743,1716202817,0,"{'x': 0, 'y': 18}","{'x': 17, 'y': 0}",126.65281966544372,74,73.98922090576951,26.01077909423047,6
robot_11b,1716202794,1716202817,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",35.64728032187769,23,21.823640160938844,32.04318787220127,2
robot_11c,1716202783,1716202818,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",55.78828937933152,35,31.00334633800497,33.72321507676536,2
robot_17d,1716202786,1716202820,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",59.1871734779989,34,33.331903116329165,28.31409330805176,2
robot_19d,1716202790,1716202821,3,"{'x': 52, 'y': 63}","{'x': 49, 'y': 63}",54.291857942544915,31,30.878174740276606,69.1218252597234,2
robot_24d,1716202800,1716202822,3,"{'x': 63, 'y': 50}","{'x': 49, 'y': 63}",38.01315561749642,22,21.409070044698176,78.59092995530182,1
robot_6a,1716202783,1716202824,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",64.71582244056269,41,40.357911220281345,28.746451791668598,3
robot_18d,1716202788,1716202824,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",64.80581230938874,36,35.727405769486126,26.663118181389077,2
robot_13b,1716202786,1716202825,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",66.55871308326455,39,39.20849943153705,34.88350956143712,3
robot_6c,1716202805,1716202825,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",31.11269837220809,20,17.556349186104043,19.333917861737838,1
robot_15b,1716202792,1716202825,1,"{'x': 15, 'y': 63}","{'x': 17, 'y': 63}",59.509062996732915,33,33.115779335730224,66.88422066426978,2
robot_7a,1716202753,1716202825,0,"{'x': 0, 'y': 20}","{'x': 17, 'y': 0}",117.11735031979748,72,72.57697435279441,27.423025647205595,6
robot_16b,1716202797,1716202826,1,"{'x': 16, 'y': 63}","{'x': 17, 'y': 63}",48.980645851671,29,28.752715761103538,71.24728423889647,2
robot_13c,1716202787,1716202827,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",63.93356213212827,40,36.689235517825566,29.181611740278488,3
robot_23d,1716202800,1716202827,3,"{'x': 63, 'y': 49}","{'x': 49, 'y': 63}",49.464313228536184,27,27.094647993475927,72.90535200652407,1
robot_5c,1716202770,1716202828,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",93.06014359649257,58,52.60993828408635,13.827468039790663,4
robot_19b,1716202802,1716202828,1,"{'x': 20, 'y': 63}","{'x': 17, 'y': 63}",40.64992784105905,26,25.517057647652514,74.4829423523475,2
robot_14d,1716202811,1716202829,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",31.622776601683793,18,18.048559125354526,15.986595539906919,1
robot_14c,1716202793,1716202830,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",56.69796901162215,37,32.92046026157301,28.70275712778597,3
robot_25d,1716202803,1716202830,3,"{'x': 63, 'y': 51}","{'x': 49, 'y': 63}",45.767973747499255,27,26.492838862690103,73.5071611373099,2
robot_16d,1716202816,1716202830,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",22.090722034374522,14,13.21104143244507,18.929374573798107,1
robot_7c,1716202790,1716202830,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",65.47095539473744,40,35.99091849285762,14.709095692271372,2
robot_17d,1716202824,1716202832,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",10.0,8,7.075,18.23909330805176,1
robot_15d,1716202813,1716202833,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",33.52610922848042,20,18.76305461424021,14.665995738201048,1
robot_8c,1716202802,1716202834,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",51.22499389946279,32,27.612496949731394,15.771411423376179,1
robot_15c,1716202799,1716202835,2,"{'x': 49, 'y': 0}","{'x': 49, 'y': 0}",58.08620398464615,36,32.403414356807005,25.316433457744935,2
robot_18b,1716202800,1716202836,1,"{'x': 19, 'y': 63}","{'x': 17, 'y': 63}",60.29875738356583,36,35.48383087897393,64.51616912102607,3
robot_22d,1716202797,1716202839,3,"{'x': 63, 'y': 48}","{'x': 49, 'y': 63}",75.25098787236341,42,42.298097477093364,57.70190252290664,3
robot_11a,1716202791,1716202840,0,"{'x': 18, 'y': 0}","{'x': 17, 'y': 0}",74.20732565024747,49,48.43294860461829,51.56705139538171,4
robot_21d,1716202817,1716202840,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",39.362157732317485,23,23.10900993537433,56.95312826419228,2
robot_8a,1716202760,1716202845,0,"{'x': 14, 'y': 0}","{'x': 17, 'y': 0}",141.0699009307649,85,86.36499549042553,13.635004509574479,6
robot_20d,1716202812,1716202846,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",61.09827007342366,34,34.531297924888165,46.88590103515289,2
robot_23b,1716202811,1716202846,1,"{'x': 31, 'y': 49}","{'x': 17, 'y': 63}",58.510478240752036,35,34.51067991586491,65.48932008413509,2
robot_20b,1716202804,1716202851,1,"{'x': 31, 'y': 46}","{'x': 17, 'y': 63}",77.3399303040849,47,47.514073143982294,52.48592685601772,4
robot_9a,1716202767,1716202853,0,"{'x': 15, 'y': 0}","{'x': 17, 'y': 0}",126.88577486639676,86,86.53635257983339,13.463647420166604,9
robot_14a,1716202811,1716202853,0,"{'x': 14, 'y': 31}","{'x': 17, 'y': 0}",67.1028494617052,42,42.20967430591879,57.790325694081204,4
robot_23d,1716202828,1716202855,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",46.17358552246078,27,25.433094652648848,47.47225735387522,1
robot_14b,1716202813,1716202855,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",72.97760208591146,42,41.469399130689624,25.534588162707923,3
robot_19d,1716202822,1716202857,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",63.245553203367585,35,34.09711825070905,35.02470700901434,1
robot_24b,1716202817,1716202860,1,"{'x': 31, 'y': 50}","{'x': 17, 'y': 63}",73.60483964736014,43,42.08264778578415,57.91735221421586,3
robot_21b,1716202807,1716202860,1,"{'x': 31, 'y': 47}","{'x': 17, 'y': 63}",86.48382199802126,53,53.32736843642147,46.67263156357852,4
robot_17b,1716202798,1716202860,1,"{'x': 18, 'y': 63}","{'x': 17, 'y': 63}",108.39607741502977,62,62.39637400898627,37.60362599101373,4
robot_24d,1716202825,1716202861,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",63.50151380062702,36,35.627151499599414,40.96377845570241,2
robot_25d,1716202832,1716202863,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",55.569775957799216,31,30.201661298583105,42.30549983872679,1
robot_10a,1716202776,1716202863,0,"{'x': 16, 'y': 0}","{'x': 17, 'y': 0}",141.79483831636225,87,87.09470727927643,12.905292720723555,9
robot_20d,1716202848,1716202863,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",24.08318915758459,15,14.22221849747418,31.66368253767871,1
robot_21d,1716202841,1716202869,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",49.03060268852505,28,26.883030864426463,30.070097399765817,1
robot_19b,1716202834,1716202872,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",63.55594827522205,38,37.748319453898304,31.734622898449185,3
robot_16a,1716202826,1716202873,0,"{'x': 16, 'y': 31}","{'x': 17, 'y': 0}",72.11228252605157,47,46.23676518170767,53.763234818292325,4
robot_22d,1716202840,1716202874,3,"{'x': 49, 'y': 63}","{'x': 49, 'y': 63}",61.18823416311342,34,33.05302883778006,24.64887368512658,1
robot_15b,1716202827,1716202874,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",75.68720245625619,47,46.84228723400025,19.04193343026953,4
robot_25b,1716202819,1716202878,1,"{'x': 31, 'y': 51}","{'x': 17, 'y': 63}",100.13808484866054,59,59.01376955125556,40.98623044874445,4
robot_20b,1716202853,1716202879,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",38.68451648233002,26,24.54628029879604,26.93964655722168,2
robot_21b,1716202863,1716202879,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",25.298221281347036,16,15.64911064067352,29.023520922905,1
robot_14a,1716202855,1716202880,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",33.97029690577488,25,23.985148452887444,32.80517724119376,2
robot_11a,1716202841,1716202881,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",59.10607455602376,40,38.96416266229836,12.602888733083354,4
robot_16b,1716202831,1716202882,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",85.89108950060825,51,51.21167333046213,16.035610908434336,4
robot_15a,1716202816,1716202883,0,"{'x': 15, 'y': 31}","{'x': 17, 'y': 0}",89.96329768407459,67,66.61906639120971,33.3809336087903,10
robot_12a,1716202797,1716202883,0,"{'x': 19, 'y': 0}","{'x': 17, 'y': 0}",136.3066102490414,86,86.8503844835133,13.149615516486715,8
robot_22b,1716202809,1716202883,1,"{'x': 31, 'y': 48}","{'x': 17, 'y': 63}",132.08800636964492,74,74.62632507232547,25.37367492767452,4
robot_18b,1716202838,1716202884,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",75.0033967304528,46,45.183798063497875,18.33237105752819,4
robot_17b,1716202862,1716202884,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",34.08799486641016,22,21.21502374696995,15.388602244043778,2
robot_13a,1716202804,1716202889,0,"{'x': 20, 'y': 0}","{'x': 17, 'y': 0}",135.77941889379588,85,85.72393215193387,14.276067848066138,8
robot_19a,1716202849,1716202889,0,"{'x': 19, 'y': 31}","{'x': 17, 'y': 0}",57.34131524851012,40,39.111820859350644,60.888179140649356,3
robot_23b,1716202847,1716202890,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",71.61744330224852,43,42.51185921264716,22.977460871487928,3
robot_24b,1716202861,1716202896,1,"{'x': 17, 'y': 63}","{'x': 17, 'y': 63}",64.62197768561404,35,34.31098884280702,23.60636337140884,1
robot_16a,1716202875,1716202896,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",32.31098884280702,21,20.15549442140351,32.607740396888815,1
robot_17a,1716202832,1716202899,0,"{'x': 17, 'y': 31}","{'x': 17, 'y': 0}",108.04862396702931,67,66.60202334243735,33.39797665756265,6
robot_18a,1716202840,1716202908,0,"{'x': 18, 'y': 31}","{'x': 17, 'y': 0}",111.75491993743131,68,67.48789582126474,32.51210417873525,7
robot_19a,1716202892,1716202916,0,"{'x': 17, 'y': 0}","{'x': 17, 'y': 0}",39.42372262010987,24,22.711861310054935,36.17631783059442,2
robot_20a,1716202853,1716202927,0,"{'x': 31, 'y': 14}","{'x': 17, 'y': 0}",114.72226732093144,74,73.41186194485574,26.58813805514424,6
robot_21a,1716202858,1716202936,0,"{'x': 31, 'y': 15}","{'x': 17, 'y': 0}",123.47028979679828,78,77.65057337243069,22.349426627569326,7
robot_24a,1716202874,1716202937,0,"{'x': 31, 'y': 18}","{'x': 17, 'y': 0}",98.9115035223983,63,62.82169982196308,37.17830017803692,5
robot_22a,1716202865,1716202937,0,"{'x': 31, 'y': 16}","{'x': 17, 'y': 0}",113.78908846990663,72,71.79036084325864,28.209639156741368,7
robot_23a,1716202871,1716202946,0,"{'x': 31, 'y': 17}","{'x': 17, 'y': 0}",128.8588223827951,75,74.97008391549355,25.02991608450644,5
robot_25a,1716202878,1716202953,0,"{'x': 31, 'y': 19}","{'x': 17, 'y': 0}",114.9540875386457,75,73.97551159572764,26.024488404272358,6
robot_7d,1716203059,1716203073,3,"{'x': 32, 'y': 52}","{'x': 49, 'y': 63}",22.691567163678783,14,13.580091072116591,86.41990892788341,1
robot_3d,1716203053,1716203074,3,"{'x': 32, 'y': 48}","{'x': 49, 'y': 63}",36.01911031155864,21,20.218480979937084,79.78151902006292,1
robot_1d,1716203051,1716203075,3,"{'x': 32, 'y': 46}","{'x': 49, 'y': 63}",42.57539799158589,24,23.75075946700594,76.24924053299407,1
robot_16d,1716203062,1716203077,3,"{'x': 48, 'y': 63}","{'x': 49, 'y': 63}",24.19186787583227,15,14.28388339920826,85.71611660079174,1
